Index,ID,Species
1965,1965.jpg,Quercus_Nigra
2600,2600.jpg,Morus_Nigra
3097,3097.jpg,Acer_Capillipes
527,527.jpg,Quercus_Infectoria_sub
2406,2406.jpg,Ilex_Cornuta
155,155.jpg,Acer_Circinatum
986,986.jpg,Magnolia_Salicifolia
2260,2260.jpg,Quercus_Pyrenaica
3745,3745.jpg,Acer_Rubrum
1073,1073.jpg,Prunus_Avium
267,267.jpg,Betula_Austrosinensis
2249,2249.jpg,Quercus_Ellipsoidalis
2253,2253.jpg,Quercus_Pontica
2642,2642.jpg,Rhododendron_x_Russellianum
1514,1514.jpg,Quercus_Canariensis
1038,1038.jpg,Quercus_Alnifolia
259,259.jpg,Liriodendron_Tulipifera
2168,2168.jpg,Quercus_Chrysolepis
1613,1613.jpg,Prunus_Avium
759,759.jpg,Quercus_Cerris
329,329.jpg,Quercus_Ilex
1507,1507.jpg,Cornus_Macrophylla
1454,1454.jpg,Cornus_Controversa
558,558.jpg,Phildelphus
3611,3611.jpg,Acer_Platanoids
1553,1553.jpg,Quercus_Cerris
2613,2613.jpg,Populus_Grandidentata
1519,1519.jpg,Acer_Rufinerve
396,396.jpg,Tilia_Tomentosa
2739,2739.jpg,Quercus_Cerris
1799,1799.jpg,Castanea_Sativa
3391,3391.jpg,Eucalyptus_Glaucescens
1110,1110.jpg,Quercus_Dolicholepis
3512,3512.jpg,Sorbus_Aria
554,554.jpg,Cornus_Controversa
2382,2382.jpg,Eucalyptus_Urnigera
1044,1044.jpg,Quercus_Suber
501,501.jpg,Magnolia_Heptapeta
3239,3239.jpg,Quercus_Ellipsoidalis
2999,2999.jpg,Quercus_Phillyraeoides
3049,3049.jpg,Quercus_Canariensis
3175,3175.jpg,Lithocarpus_Cleistocarpus
219,219.jpg,Populus_Adenopoda
3576,3576.jpg,Acer_Palmatum
2678,2678.jpg,Callicarpa_Bodinieri
2963,2963.jpg,Quercus_Nigra
2429,2429.jpg,Quercus_Ilex
2117,2117.jpg,Cercis_Siliquastrum
1398,1398.jpg,Salix_Intergra
350,350.jpg,Cytisus_Battandieri
1393,1393.jpg,Viburnum_x_Rhytidophylloides
812,812.jpg,Tilia_Tomentosa
3074,3074.jpg,Alnus_Cordata
348,348.jpg,Acer_Capillipes
2619,2619.jpg,Quercus_Coccinea
1254,1254.jpg,Fagus_Sylvatica
1194,1194.jpg,Quercus_x_Hispanica
2003,2003.jpg,Alnus_Sieboldiana
3647,3647.jpg,Eucalyptus_Urnigera
3589,3589.jpg,Quercus_Imbricaria
1816,1816.jpg,Ilex_Aquifolium
1773,1773.jpg,Alnus_Viridis
1543,1543.jpg,Quercus_Infectoria_sub
1947,1947.jpg,Salix_Intergra
1847,1847.jpg,Eucalyptus_Urnigera
803,803.jpg,Prunus_Avium
380,380.jpg,Fagus_Sylvatica
2441,2441.jpg,Acer_Platanoids
766,766.jpg,Castanea_Sativa
1380,1380.jpg,Tilia_Platyphyllos
2737,2737.jpg,Viburnum_Tinus
3318,3318.jpg,Acer_Capillipes
1434,1434.jpg,Quercus_Pontica
3619,3619.jpg,Quercus_Palustris
1122,1122.jpg,Populus_Grandidentata
3159,3159.jpg,Quercus_Variabilis
3847,3847.jpg,Quercus_Semecarpifolia
3382,3382.jpg,Quercus_Chrysolepis
2988,2988.jpg,Acer_Palmatum
702,702.jpg,Alnus_Viridis
3463,3463.jpg,Cornus_Chinensis
3762,3762.jpg,Acer_Opalus
3453,3453.jpg,Quercus_Greggii
2940,2940.jpg,Quercus_Coccinea
3352,3352.jpg,Alnus_Cordata
3859,3859.jpg,Quercus_Brantii
2078,2078.jpg,Quercus_Semecarpifolia
2181,2181.jpg,Betula_Austrosinensis
2874,2874.jpg,Quercus_Hartwissiana
966,966.jpg,Quercus_x_Hispanica
3523,3523.jpg,Quercus_Infectoria_sub
3100,3100.jpg,Lithocarpus_Edulis
3313,3313.jpg,Magnolia_Salicifolia
3171,3171.jpg,Betula_Austrosinensis
1542,1542.jpg,Liriodendron_Tulipifera
1939,1939.jpg,Populus_Grandidentata
1629,1629.jpg,Quercus_Coccinea
2395,2395.jpg,Eucalyptus_Glaucescens
3904,3904.jpg,Quercus_Cerris
3558,3558.jpg,Cornus_Controversa
712,712.jpg,Quercus_Phellos
2558,2558.jpg,Quercus_x_Turneri
2422,2422.jpg,Liriodendron_Tulipifera
174,174.jpg,Quercus_x_Turneri
3472,3472.jpg,Acer_Pictum
890,890.jpg,Celtis_Koraiensis
2689,2689.jpg,Ulmus_Bergmanniana
867,867.jpg,Quercus_Nigra
301,301.jpg,Alnus_Rubra
302,302.jpg,Quercus_Brantii
1864,1864.jpg,Alnus_Sieboldiana
1637,1637.jpg,Alnus_Rubra
2822,2822.jpg,Quercus_Ilex
2198,2198.jpg,Crataegus_Monogyna
1031,1031.jpg,Quercus_Variabilis
2666,2666.jpg,Cercis_Siliquastrum
2728,2728.jpg,Fagus_Sylvatica
1458,1458.jpg,Pterocarya_Stenoptera
2602,2602.jpg,Populus_Nigra
2423,2423.jpg,Quercus_Nigra
1366,1366.jpg,Lithocarpus_Edulis
1469,1469.jpg,Quercus_Ilex
1922,1922.jpg,Quercus_Texana
1106,1106.jpg,Quercus_Agrifolia
1092,1092.jpg,Quercus_Canariensis
227,227.jpg,Callicarpa_Bodinieri
3832,3832.jpg,Quercus_Shumardii
3361,3361.jpg,Acer_Rufinerve
2949,2949.jpg,Acer_Palmatum
3695,3695.jpg,Quercus_Greggii
1931,1931.jpg,Castanea_Sativa
3228,3228.jpg,Lithocarpus_Edulis
3263,3263.jpg,Quercus_Semecarpifolia
3665,3665.jpg,Quercus_Phellos
1147,1147.jpg,Quercus_Crassipes
643,643.jpg,Phildelphus
1287,1287.jpg,Acer_Mono
1312,1312.jpg,Cornus_Macrophylla
1325,1325.jpg,Morus_Nigra
1424,1424.jpg,Populus_Nigra
1949,1949.jpg,Acer_Pictum
3383,3383.jpg,Sorbus_Aria
2109,2109.jpg,Ilex_Cornuta
1043,1043.jpg,Quercus_Greggii
1335,1335.jpg,Quercus_Ellipsoidalis
1728,1728.jpg,Acer_Saccharinum
1425,1425.jpg,Acer_Rufinerve
1611,1611.jpg,Alnus_Maximowiczii
1885,1885.jpg,Ilex_Aquifolium
1788,1788.jpg,Quercus_Suber
1344,1344.jpg,Quercus_Crassipes
2688,2688.jpg,Quercus_Afares
427,427.jpg,Acer_Rubrum
2971,2971.jpg,Acer_Opalus
2798,2798.jpg,Viburnum_x_Rhytidophylloides
1460,1460.jpg,Callicarpa_Bodinieri
2069,2069.jpg,Ilex_Aquifolium
1622,1622.jpg,Acer_Circinatum
1666,1666.jpg,Salix_Fragilis
974,974.jpg,Quercus_Vulcanica
2606,2606.jpg,Callicarpa_Bodinieri
3637,3637.jpg,Ilex_Cornuta
3639,3639.jpg,Quercus_Chrysolepis
1745,1745.jpg,Acer_Rubrum
3853,3853.jpg,Populus_Nigra
2302,2302.jpg,Cornus_Macrophylla
3666,3666.jpg,Acer_Rubrum
1175,1175.jpg,Quercus_Vulcanica
576,576.jpg,Acer_Pictum
3805,3805.jpg,Prunus_Avium
2888,2888.jpg,Quercus_Nigra
2641,2641.jpg,Salix_Intergra
3277,3277.jpg,Liriodendron_Tulipifera
3707,3707.jpg,Quercus_Nigra
3544,3544.jpg,Quercus_Pyrenaica
2992,2992.jpg,Quercus_Variabilis
272,272.jpg,Cornus_Chinensis
729,729.jpg,Quercus_Pyrenaica
133,133.jpg,Acer_Rubrum
3616,3616.jpg,Acer_Circinatum
2427,2427.jpg,Quercus_Nigra
96,96.jpg,Quercus_Chrysolepis
1958,1958.jpg,Alnus_Viridis
2726,2726.jpg,Sorbus_Aria
223,223.jpg,Quercus_Rhysophylla
2092,2092.jpg,Acer_Capillipes
2100,2100.jpg,Quercus_Dolicholepis
1829,1829.jpg,Cornus_Controversa
243,243.jpg,Tilia_Oliveri
3445,3445.jpg,Eucalyptus_Glaucescens
2091,2091.jpg,Arundinaria_Simonii
3751,3751.jpg,Quercus_Infectoria_sub
1935,1935.jpg,Quercus_Greggii
3749,3749.jpg,Ilex_Cornuta
3165,3165.jpg,Alnus_Viridis
64,64.jpg,Tilia_Oliveri
593,593.jpg,Quercus_Ellipsoidalis
31,31.jpg,Liriodendron_Tulipifera
650,650.jpg,Salix_Fragilis
732,732.jpg,Morus_Nigra
2342,2342.jpg,Quercus_Canariensis
1614,1614.jpg,Quercus_Kewensis
1639,1639.jpg,Quercus_Palustris
306,306.jpg,Acer_Mono
1225,1225.jpg,Quercus_Agrifolia
1029,1029.jpg,Celtis_Koraiensis
1661,1661.jpg,Quercus_Suber
3543,3543.jpg,Quercus_Phillyraeoides
1129,1129.jpg,Quercus_Pubescens
157,157.jpg,Quercus_Crassipes
3310,3310.jpg,Callicarpa_Bodinieri
3905,3905.jpg,Acer_Opalus
2139,2139.jpg,Quercus_Hartwissiana
2884,2884.jpg,Acer_Opalus
1624,1624.jpg,Acer_Opalus
2330,2330.jpg,Cytisus_Battandieri
1352,1352.jpg,Quercus_Canariensis
2500,2500.jpg,Quercus_Coccifera
3603,3603.jpg,Populus_Grandidentata
1447,1447.jpg,Magnolia_Salicifolia
1902,1902.jpg,Acer_Platanoids
132,132.jpg,Populus_Grandidentata
2264,2264.jpg,Arundinaria_Simonii
3091,3091.jpg,Acer_Mono
1933,1933.jpg,Eucalyptus_Urnigera
61,61.jpg,Quercus_Dolicholepis
196,196.jpg,Fagus_Sylvatica
1220,1220.jpg,Tilia_Oliveri
10,10.jpg,Salix_Fragilis
240,240.jpg,Cercis_Siliquastrum
77,77.jpg,Quercus_Alnifolia
1753,1753.jpg,Quercus_Greggii
826,826.jpg,Ilex_Aquifolium
449,449.jpg,Quercus_Ilex
1351,1351.jpg,Quercus_Afares
453,453.jpg,Sorbus_Aria
858,858.jpg,Quercus_Alnifolia
100,100.jpg,Betula_Austrosinensis
3178,3178.jpg,Quercus_Palustris
1258,1258.jpg,Quercus_Trojana
1537,1537.jpg,Acer_Rubrum
2495,2495.jpg,Quercus_x_Hispanica
205,205.jpg,Lithocarpus_Cleistocarpus
461,461.jpg,Acer_Platanoids
959,959.jpg,Acer_Pictum
3829,3829.jpg,Quercus_x_Hispanica
909,909.jpg,Cytisus_Battandieri
1627,1627.jpg,Acer_Mono
21,21.jpg,Quercus_Trojana
3626,3626.jpg,Lithocarpus_Edulis
3794,3794.jpg,Quercus_Rhysophylla
1851,1851.jpg,Eucalyptus_Neglecta
202,202.jpg,Olea_Europaea
459,459.jpg,Eucalyptus_Glaucescens
1828,1828.jpg,Eucalyptus_Urnigera
3181,3181.jpg,Alnus_Viridis
189,189.jpg,Quercus_Variabilis
384,384.jpg,Quercus_x_Hispanica
145,145.jpg,Acer_Saccharinum
250,250.jpg,Quercus_Palustris
2670,2670.jpg,Quercus_Phellos
3778,3778.jpg,Quercus_Ilex
621,621.jpg,Alnus_Maximowiczii
1655,1655.jpg,Quercus_Castaneifolia
1953,1953.jpg,Tilia_Tomentosa
304,304.jpg,Quercus_Imbricaria
1159,1159.jpg,Populus_Adenopoda
3465,3465.jpg,Quercus_Palustris
1594,1594.jpg,Quercus_Alnifolia
1015,1015.jpg,Arundinaria_Simonii
3390,3390.jpg,Tilia_Oliveri
1239,1239.jpg,Tilia_Platyphyllos
1431,1431.jpg,Crataegus_Monogyna
1651,1651.jpg,Salix_Intergra
2250,2250.jpg,Quercus_Shumardii
2277,2277.jpg,Acer_Mono
3424,3424.jpg,Quercus_Brantii
2243,2243.jpg,Ulmus_Bergmanniana
1576,1576.jpg,Viburnum_Tinus
2357,2357.jpg,Salix_Fragilis
335,335.jpg,Morus_Nigra
2202,2202.jpg,Alnus_Viridis
594,594.jpg,Cornus_Macrophylla
3660,3660.jpg,Quercus_Phellos
2654,2654.jpg,Salix_Fragilis
2532,2532.jpg,Liriodendron_Tulipifera
3173,3173.jpg,Quercus_Ellipsoidalis
522,522.jpg,Eucalyptus_Glaucescens
3709,3709.jpg,Acer_Saccharinum
3668,3668.jpg,Callicarpa_Bodinieri
1457,1457.jpg,Eucalyptus_Neglecta
1707,1707.jpg,Castanea_Sativa
2115,2115.jpg,Quercus_Cerris
225,225.jpg,Quercus_Shumardii
473,473.jpg,Quercus_Crassifolia
3932,3932.jpg,Salix_Fragilis
3561,3561.jpg,Quercus_Texana
872,872.jpg,Lithocarpus_Edulis
2966,2966.jpg,Magnolia_Salicifolia
3132,3132.jpg,Populus_Nigra
1606,1606.jpg,Quercus_Phillyraeoides
893,893.jpg,Alnus_Cordata
703,703.jpg,Acer_Opalus
2842,2842.jpg,Quercus_Shumardii
1672,1672.jpg,Acer_Palmatum
2510,2510.jpg,Magnolia_Heptapeta
2453,2453.jpg,Quercus_Crassifolia
1904,1904.jpg,Quercus_Phellos
2107,2107.jpg,Acer_Capillipes
2303,2303.jpg,Quercus_x_Hispanica
3910,3910.jpg,Salix_Intergra
929,929.jpg,Quercus_Phillyraeoides
2162,2162.jpg,Quercus_Trojana
1193,1193.jpg,Quercus_Ellipsoidalis
967,967.jpg,Quercus_Suber
36,36.jpg,Eucalyptus_Glaucescens
2391,2391.jpg,Phildelphus
2948,2948.jpg,Alnus_Viridis
1994,1994.jpg,Quercus_Afares
3588,3588.jpg,Quercus_Rubra
1998,1998.jpg,Acer_Palmatum
3687,3687.jpg,Castanea_Sativa
2618,2618.jpg,Quercus_Ilex
3417,3417.jpg,Quercus_Nigra
2790,2790.jpg,Quercus_Pubescens
1769,1769.jpg,Ilex_Cornuta
1274,1274.jpg,Arundinaria_Simonii
2793,2793.jpg,Alnus_Sieboldiana
3929,3929.jpg,Acer_Pictum
3876,3876.jpg,Quercus_Kewensis
3004,3004.jpg,Rhododendron_x_Russellianum
2920,2920.jpg,Salix_Intergra
1421,1421.jpg,Crataegus_Monogyna
3188,3188.jpg,Crataegus_Monogyna
2699,2699.jpg,Quercus_Trojana
52,52.jpg,Prunus_Avium
772,772.jpg,Eucalyptus_Glaucescens
1862,1862.jpg,Lithocarpus_Edulis
1318,1318.jpg,Liriodendron_Tulipifera
3873,3873.jpg,Quercus_Alnifolia
3271,3271.jpg,Alnus_Rubra
588,588.jpg,Cornus_Controversa
2945,2945.jpg,Prunus_X_Shmittii
861,861.jpg,Eucalyptus_Neglecta
404,404.jpg,Cornus_Chinensis
381,381.jpg,Quercus_Hartwissiana
3488,3488.jpg,Viburnum_Tinus
1058,1058.jpg,Ginkgo_Biloba
1860,1860.jpg,Cytisus_Battandieri
1135,1135.jpg,Acer_Saccharinum
171,171.jpg,Eucalyptus_Neglecta
2037,2037.jpg,Quercus_Coccifera
2230,2230.jpg,Quercus_Palustris
2519,2519.jpg,Acer_Saccharinum
807,807.jpg,Quercus_Dolicholepis
918,918.jpg,Viburnum_x_Rhytidophylloides
692,692.jpg,Quercus_Dolicholepis
1391,1391.jpg,Quercus_Pontica
2994,2994.jpg,Quercus_Ilex
1730,1730.jpg,Eucalyptus_Neglecta
1223,1223.jpg,Quercus_Rubra
1716,1716.jpg,Quercus_Crassipes
2837,2837.jpg,Eucalyptus_Urnigera
2821,2821.jpg,Ilex_Cornuta
1379,1379.jpg,Ulmus_Bergmanniana
3197,3197.jpg,Callicarpa_Bodinieri
3758,3758.jpg,Cytisus_Battandieri
3806,3806.jpg,Quercus_Texana
1412,1412.jpg,Quercus_Variabilis
39,39.jpg,Celtis_Koraiensis
3717,3717.jpg,Salix_Intergra
2669,2669.jpg,Betula_Austrosinensis
3346,3346.jpg,Lithocarpus_Edulis
3216,3216.jpg,Arundinaria_Simonii
3569,3569.jpg,Quercus_Semecarpifolia
2904,2904.jpg,Tilia_Oliveri
856,856.jpg,Crataegus_Monogyna
1848,1848.jpg,Quercus_Alnifolia
1735,1735.jpg,Zelkova_Serrata
2348,2348.jpg,Quercus_Coccinea
2691,2691.jpg,Quercus_Crassifolia
1353,1353.jpg,Lithocarpus_Cleistocarpus
857,857.jpg,Eucalyptus_Urnigera
82,82.jpg,Callicarpa_Bodinieri
3297,3297.jpg,Zelkova_Serrata
2036,2036.jpg,Liriodendron_Tulipifera
1271,1271.jpg,Betula_Pendula
119,119.jpg,Magnolia_Heptapeta
3118,3118.jpg,Fagus_Sylvatica
1801,1801.jpg,Viburnum_x_Rhytidophylloides
1826,1826.jpg,Quercus_Texana
3291,3291.jpg,Salix_Intergra
2657,2657.jpg,Eucalyptus_Urnigera
1956,1956.jpg,Quercus_x_Hispanica
680,680.jpg,Acer_Palmatum
2177,2177.jpg,Zelkova_Serrata
3138,3138.jpg,Viburnum_Tinus
2083,2083.jpg,Tilia_Platyphyllos
518,518.jpg,Viburnum_Tinus
1842,1842.jpg,Quercus_Imbricaria
3763,3763.jpg,Phildelphus
2248,2248.jpg,Quercus_Trojana
489,489.jpg,Liriodendron_Tulipifera
1007,1007.jpg,Phildelphus
2121,2121.jpg,Quercus_Pontica
1913,1913.jpg,Quercus_Greggii
2479,2479.jpg,Acer_Mono
3863,3863.jpg,Alnus_Cordata
1496,1496.jpg,Quercus_Castaneifolia
1640,1640.jpg,Salix_Fragilis
1628,1628.jpg,Quercus_Ilex
664,664.jpg,Magnolia_Salicifolia
2493,2493.jpg,Quercus_Canariensis
436,436.jpg,Sorbus_Aria
496,496.jpg,Quercus_Ilex
3609,3609.jpg,Quercus_Coccinea
1967,1967.jpg,Acer_Capillipes
1243,1243.jpg,Quercus_Rubra
3882,3882.jpg,Acer_Platanoids
809,809.jpg,Castanea_Sativa
3747,3747.jpg,Acer_Rubrum
654,654.jpg,Olea_Europaea
3926,3926.jpg,Quercus_Shumardii
2582,2582.jpg,Quercus_Afares
2381,2381.jpg,Quercus_Pontica
3108,3108.jpg,Quercus_Agrifolia
3467,3467.jpg,Alnus_Maximowiczii
185,185.jpg,Quercus_Vulcanica
3643,3643.jpg,Quercus_Crassifolia
1603,1603.jpg,Populus_Adenopoda
9,9.jpg,Quercus_Brantii
2604,2604.jpg,Quercus_Kewensis
2149,2149.jpg,Populus_Adenopoda
1996,1996.jpg,Fagus_Sylvatica
2757,2757.jpg,Acer_Rubrum
2308,2308.jpg,Liriodendron_Tulipifera
2967,2967.jpg,Acer_Pictum
793,793.jpg,Phildelphus
1869,1869.jpg,Cornus_Chinensis
1040,1040.jpg,Acer_Saccharinum
3679,3679.jpg,Ulmus_Bergmanniana
224,224.jpg,Alnus_Sieboldiana
1208,1208.jpg,Crataegus_Monogyna
2634,2634.jpg,Olea_Europaea
1216,1216.jpg,Quercus_x_Turneri
1626,1626.jpg,Alnus_Sieboldiana
2340,2340.jpg,Quercus_Rubra
248,248.jpg,Betula_Pendula
3308,3308.jpg,Cytisus_Battandieri
762,762.jpg,Populus_Grandidentata
956,956.jpg,Quercus_Shumardii
2442,2442.jpg,Quercus_Crassifolia
3566,3566.jpg,Quercus_Kewensis
3433,3433.jpg,Ulmus_Bergmanniana
649,649.jpg,Quercus_Palustris
2635,2635.jpg,Arundinaria_Simonii
1183,1183.jpg,Acer_Platanoids
2086,2086.jpg,Quercus_Coccinea
3130,3130.jpg,Quercus_Variabilis
1034,1034.jpg,Quercus_Coccifera
942,942.jpg,Acer_Platanoids
789,789.jpg,Zelkova_Serrata
1456,1456.jpg,Quercus_Afares
2796,2796.jpg,Ginkgo_Biloba
3456,3456.jpg,Ilex_Cornuta
1415,1415.jpg,Quercus_Vulcanica
1584,1584.jpg,Cornus_Macrophylla
2761,2761.jpg,Quercus_Infectoria_sub
2693,2693.jpg,Quercus_Coccifera
1817,1817.jpg,Quercus_Phillyraeoides
2671,2671.jpg,Quercus_Infectoria_sub
2625,2625.jpg,Crataegus_Monogyna
667,667.jpg,Ilex_Cornuta
720,720.jpg,Quercus_Afares
5,5.jpg,Quercus_Variabilis
3892,3892.jpg,Quercus_Chrysolepis
2848,2848.jpg,Quercus_Coccifera
3379,3379.jpg,Viburnum_Tinus
815,815.jpg,Ulmus_Bergmanniana
1795,1795.jpg,Fagus_Sylvatica
1402,1402.jpg,Quercus_Chrysolepis
3710,3710.jpg,Eucalyptus_Neglecta
1345,1345.jpg,Cercis_Siliquastrum
2733,2733.jpg,Viburnum_Tinus
2114,2114.jpg,Tilia_Platyphyllos
3360,3360.jpg,Tilia_Platyphyllos
3915,3915.jpg,Quercus_Greggii
1879,1879.jpg,Quercus_Brantii
2311,2311.jpg,Quercus_Phillyraeoides
1558,1558.jpg,Eucalyptus_Urnigera
2961,2961.jpg,Quercus_Suber
101,101.jpg,Ginkgo_Biloba
1473,1473.jpg,Quercus_Greggii
81,81.jpg,Quercus_Agrifolia
3063,3063.jpg,Quercus_Cerris
1138,1138.jpg,Fagus_Sylvatica
1586,1586.jpg,Quercus_Kewensis
2030,2030.jpg,Acer_Saccharinum
507,507.jpg,Quercus_Crassipes
3691,3691.jpg,Acer_Opalus
2221,2221.jpg,Acer_Rufinerve
