,id,species,new_id
161,282,Populus_Nigra,162
162,283,Quercus_Chrysolepis,163
163,286,Betula_Austrosinensis,164
164,288,Acer_Mono,165
165,289,Eucalyptus_Glaucescens,166
166,290,Alnus_Rubra,167
167,291,Viburnum_Tinus,168
168,294,Populus_Adenopoda,169
169,298,Quercus_Pyrenaica,170
170,302,Eucalyptus_Neglecta,171
171,303,Quercus_Pubescens,172
172,304,Morus_Nigra,173
173,306,Quercus_x_Turneri,174
174,307,Quercus_Imbricaria,175
175,309,Quercus_Crassipes,176
176,310,Eucalyptus_Urnigera,177
177,311,Acer_Pictum,178
178,314,Alnus_Rubra,179
179,315,Quercus_Dolicholepis,180
180,317,Acer_Opalus,181
181,319,Quercus_Trojana,182
182,321,Quercus_Suber,183
183,322,Acer_Platanoids,184
184,323,Quercus_Vulcanica,185
185,324,Acer_Palmatum,186
186,325,Lithocarpus_Cleistocarpus,187
187,326,Quercus_Chrysolepis,188
188,327,Quercus_Variabilis,189
189,328,Magnolia_Heptapeta,190
190,329,Quercus_Palustris,191
191,330,Quercus_Crassipes,192
192,331,Acer_Platanoids,193
193,333,Quercus_Pyrenaica,194
194,334,Alnus_Viridis,195
195,335,Fagus_Sylvatica,196
196,336,Zelkova_Serrata,197
197,338,Magnolia_Salicifolia,198
198,339,Betula_Pendula,199
199,340,Quercus_Agrifolia,200
200,341,Betula_Austrosinensis,201
201,342,Olea_Europaea,202
202,344,Quercus_Ellipsoidalis,203
203,345,Quercus_x_Hispanica,204
204,348,Lithocarpus_Cleistocarpus,205
205,349,Quercus_Kewensis,206
206,350,Quercus_x_Hispanica,207
207,354,Quercus_Palustris,208
208,355,Quercus_Shumardii,209
209,356,Quercus_Rubra,210
210,357,Alnus_Viridis,211
211,358,Liquidambar_Styraciflua,212
212,360,Cotinus_Coggygria,213
213,362,Acer_Pictum,214
214,363,Magnolia_Heptapeta,215
215,364,Acer_Rufinerve,216
216,365,Acer_Saccharinum,217
217,366,Crataegus_Monogyna,218
218,367,Populus_Adenopoda,219
219,369,Quercus_Crassifolia,220
220,371,Alnus_Sieboldiana,221
221,374,Alnus_Viridis,222
222,375,Quercus_Rhysophylla,223
223,376,Alnus_Sieboldiana,224
224,377,Quercus_Shumardii,225
225,379,Quercus_x_Turneri,226
226,380,Callicarpa_Bodinieri,227
227,382,Quercus_Crassifolia,228
228,383,Quercus_Rubra,229
229,386,Tilia_Oliveri,230
230,387,Quercus_Agrifolia,231
231,388,Populus_Grandidentata,232
232,389,Quercus_Rubra,233
233,390,Morus_Nigra,234
234,392,Quercus_Agrifolia,235
235,393,Eucalyptus_Urnigera,236
236,394,Alnus_Viridis,237
237,396,Liquidambar_Styraciflua,238
238,397,Populus_Nigra,239
239,398,Cercis_Siliquastrum,240
240,404,Acer_Rufinerve,241
241,408,Acer_Platanoids,242
242,409,Tilia_Oliveri,243
243,410,Lithocarpus_Edulis,244
244,411,Magnolia_Salicifolia,245
245,412,Arundinaria_Simonii,246
246,413,Ginkgo_Biloba,247
247,415,Betula_Pendula,248
248,416,Tilia_Platyphyllos,249
249,417,Quercus_Palustris,250
250,418,Tilia_Oliveri,251
251,419,Cytisus_Battandieri,252
252,420,Quercus_Rubra,253
253,423,Arundinaria_Simonii,254
254,425,Castanea_Sativa,255
255,426,Quercus_Crassifolia,256
256,427,Cercis_Siliquastrum,257
257,428,Lithocarpus_Edulis,258
258,430,Liriodendron_Tulipifera,259
259,431,Pterocarya_Stenoptera,260
260,433,Quercus_Pontica,261
261,435,Quercus_Imbricaria,262
262,436,Ulmus_Bergmanniana,263
263,437,Fagus_Sylvatica,264
264,438,Quercus_Texana,265
265,440,Populus_Grandidentata,266
266,443,Betula_Austrosinensis,267
267,444,Quercus_Trojana,268
268,445,Quercus_Ellipsoidalis,269
269,446,Quercus_Shumardii,270
270,449,Olea_Europaea,271
271,450,Cornus_Chinensis,272
272,451,Quercus_Pontica,273
273,452,Quercus_Brantii,274
274,454,Arundinaria_Simonii,275
275,455,Populus_Adenopoda,276
276,456,Prunus_Avium,277
277,458,Quercus_Chrysolepis,278
278,459,Tilia_Tomentosa,279
279,460,Quercus_Pyrenaica,280
280,461,Betula_Pendula,281
281,462,Ginkgo_Biloba,282
282,463,Cornus_Macrophylla,283
283,464,Arundinaria_Simonii,284
284,466,Tilia_Platyphyllos,285
285,467,Cornus_Macrophylla,286
286,468,Quercus_Shumardii,287
287,469,Quercus_Coccinea,288
288,470,Populus_Nigra,289
289,475,Alnus_Rubra,290
290,478,Quercus_Agrifolia,291
291,481,Quercus_Rhysophylla,292
292,482,Quercus_Semecarpifolia,293
293,485,Quercus_Nigra,294
294,487,Quercus_Kewensis,295
295,488,Betula_Austrosinensis,296
296,489,Acer_Mono,297
297,490,Quercus_Ellipsoidalis,298
298,491,Quercus_Trojana,299
299,492,Quercus_Castaneifolia,300
300,493,Alnus_Rubra,301
301,494,Quercus_Brantii,302
302,496,Acer_Circinatum,303
303,497,Quercus_Imbricaria,304
304,498,Acer_Capillipes,305
305,499,Acer_Mono,306
306,501,Liriodendron_Tulipifera,307
307,502,Olea_Europaea,308
308,505,Alnus_Cordata,309
309,506,Acer_Saccharinum,310
310,508,Quercus_Alnifolia,311
311,510,Quercus_Coccinea,312
312,511,Acer_Platanoids,313
313,513,Cornus_Chinensis,314
314,514,Quercus_x_Hispanica,315
315,516,Fagus_Sylvatica,316
316,517,Quercus_Agrifolia,317
317,519,Lithocarpus_Cleistocarpus,318
318,520,Phildelphus,319
319,521,Quercus_Pubescens,320
320,522,Salix_Intergra,321
321,523,Cornus_Macrophylla,322
322,524,Quercus_x_Hispanica,323
323,528,Viburnum_Tinus,324
324,530,Populus_Grandidentata,325
325,532,Ginkgo_Biloba,326
326,535,Zelkova_Serrata,327
327,538,Liriodendron_Tulipifera,328
328,539,Quercus_Ilex,329
329,542,Prunus_X_Shmittii,330
330,543,Quercus_Phillyraeoides,331
331,545,Quercus_Phillyraeoides,332
332,547,Quercus_Semecarpifolia,333
333,548,Quercus_Cerris,334
334,550,Morus_Nigra,335
335,551,Cercis_Siliquastrum,336
336,552,Cotinus_Coggygria,337
337,553,Cytisus_Battandieri,338
338,556,Viburnum_x_Rhytidophylloides,339
339,558,Callicarpa_Bodinieri,340
340,559,Populus_Adenopoda,341
341,561,Populus_Grandidentata,342
342,562,Magnolia_Salicifolia,343
343,563,Quercus_Shumardii,344
344,564,Quercus_Ellipsoidalis,345
345,566,Celtis_Koraiensis,346
346,568,Liquidambar_Styraciflua,347
347,569,Acer_Capillipes,348
348,570,Acer_Rufinerve,349
349,571,Cytisus_Battandieri,350
350,572,Cotinus_Coggygria,351
351,573,Liquidambar_Styraciflua,352
352,576,Quercus_Coccinea,353
353,581,Quercus_Crassipes,354
354,582,Cercis_Siliquastrum,355
355,585,Lithocarpus_Cleistocarpus,356
356,588,Eucalyptus_Neglecta,357
357,589,Acer_Platanoids,358
358,592,Castanea_Sativa,359
359,593,Quercus_Rubra,360
360,595,Quercus_Afares,361
361,596,Quercus_Canariensis,362
362,597,Lithocarpus_Cleistocarpus,363
363,598,Tilia_Platyphyllos,364
364,600,Ilex_Aquifolium,365
365,601,Populus_Nigra,366
366,603,Quercus_Semecarpifolia,367
367,605,Quercus_Coccinea,368
368,606,Eucalyptus_Neglecta,369
369,609,Phildelphus,370
370,610,Acer_Capillipes,371
371,614,Cornus_Controversa,372
372,615,Betula_Pendula,373
373,616,Lithocarpus_Edulis,374
374,618,Quercus_Ilex,375
375,619,Lithocarpus_Edulis,376
376,620,Salix_Fragilis,377
377,621,Betula_Pendula,378
378,622,Cotinus_Coggygria,379
379,623,Fagus_Sylvatica,380
380,628,Quercus_Hartwissiana,381
381,629,Alnus_Cordata,382
382,630,Crataegus_Monogyna,383
383,631,Quercus_x_Hispanica,384
384,632,Quercus_Coccifera,385
385,633,Olea_Europaea,386
386,634,Populus_Nigra,387
387,635,Cornus_Macrophylla,388
388,636,Ulmus_Bergmanniana,389
389,637,Tilia_Platyphyllos,390
390,641,Acer_Rufinerve,391
391,642,Quercus_Brantii,392
392,645,Ginkgo_Biloba,393
393,646,Alnus_Viridis,394
394,647,Alnus_Cordata,395
395,649,Tilia_Tomentosa,396
396,651,Acer_Rufinerve,397
397,652,Acer_Rufinerve,398
398,654,Quercus_Greggii,399
399,656,Populus_Adenopoda,400
400,657,Quercus_Pontica,401
401,660,Eucalyptus_Urnigera,402
402,661,Viburnum_x_Rhytidophylloides,403
403,662,Cornus_Chinensis,404
404,663,Alnus_Maximowiczii,405
405,664,Quercus_Infectoria_sub,406
406,667,Quercus_Cerris,407
407,669,Salix_Intergra,408
408,671,Viburnum_Tinus,409
409,672,Betula_Austrosinensis,410
410,673,Phildelphus,411
411,675,Quercus_Chrysolepis,412
412,676,Sorbus_Aria,413
413,677,Cornus_Macrophylla,414
414,678,Eucalyptus_Glaucescens,415
415,680,Quercus_Texana,416
416,681,Salix_Intergra,417
417,682,Quercus_Greggii,418
418,684,Quercus_Crassipes,419
419,685,Tilia_Oliveri,420
420,689,Eucalyptus_Glaucescens,421
421,692,Quercus_Variabilis,422
422,693,Quercus_Nigra,423
423,694,Populus_Grandidentata,424
424,695,Quercus_Vulcanica,425
425,697,Ilex_Cornuta,426
426,698,Acer_Rubrum,427
427,700,Rhododendron_x_Russellianum,428
428,704,Salix_Fragilis,429
429,706,Quercus_Crassipes,430
430,709,Crataegus_Monogyna,431
431,710,Rhododendron_x_Russellianum,432
432,711,Morus_Nigra,433
433,712,Populus_Nigra,434
434,713,Acer_Rufinerve,435
435,714,Sorbus_Aria,436
436,716,Morus_Nigra,437
437,717,Alnus_Viridis,438
438,718,Zelkova_Serrata,439
439,720,Eucalyptus_Glaucescens,440
440,721,Crataegus_Monogyna,441
441,722,Liriodendron_Tulipifera,442
442,724,Quercus_Nigra,443
443,726,Quercus_Pontica,444
444,727,Acer_Rubrum,445
445,728,Quercus_Alnifolia,446
446,730,Quercus_Nigra,447
447,732,Olea_Europaea,448
448,733,Quercus_Ilex,449
449,737,Cornus_Chinensis,450
450,738,Alnus_Sieboldiana,451
451,740,Populus_Adenopoda,452
452,741,Sorbus_Aria,453
453,742,Quercus_Brantii,454
454,745,Cornus_Chinensis,455
455,747,Betula_Austrosinensis,456
456,748,Magnolia_Salicifolia,457
457,749,Magnolia_Salicifolia,458
458,752,Eucalyptus_Glaucescens,459
459,753,Quercus_Nigra,460
460,754,Acer_Platanoids,461
461,755,Quercus_Crassifolia,462
462,756,Ulmus_Bergmanniana,463
463,757,Cornus_Controversa,464
464,758,Betula_Austrosinensis,465
465,759,Quercus_Afares,466
466,760,Eucalyptus_Neglecta,467
467,762,Pterocarya_Stenoptera,468
468,763,Acer_Saccharinum,469
469,765,Callicarpa_Bodinieri,470
470,766,Quercus_Castaneifolia,471
471,767,Quercus_Ellipsoidalis,472
472,768,Quercus_Crassifolia,473
473,769,Castanea_Sativa,474
474,771,Eucalyptus_Glaucescens,475
475,772,Eucalyptus_Urnigera,476
476,774,Fagus_Sylvatica,477
477,776,Quercus_Vulcanica,478
478,777,Quercus_Ilex,479
479,778,Rhododendron_x_Russellianum,480
480,779,Quercus_Ellipsoidalis,481
481,784,Quercus_Trojana,482
482,785,Quercus_Greggii,483
483,787,Viburnum_Tinus,484
484,788,Alnus_Sieboldiana,485
485,789,Ilex_Cornuta,486
486,792,Cytisus_Battandieri,487
487,793,Ulmus_Bergmanniana,488
488,794,Liriodendron_Tulipifera,489
489,796,Quercus_Phellos,490
490,797,Eucalyptus_Neglecta,491
491,798,Sorbus_Aria,492
492,800,Cornus_Chinensis,493
493,801,Quercus_Hartwissiana,494
494,802,Quercus_Palustris,495
495,803,Quercus_Ilex,496
496,805,Alnus_Maximowiczii,497
497,806,Ginkgo_Biloba,498
498,807,Acer_Mono,499
499,808,Quercus_Pubescens,500
500,809,Magnolia_Heptapeta,501
501,810,Acer_Pictum,502
502,811,Lithocarpus_Cleistocarpus,503
503,812,Quercus_Imbricaria,504
504,813,Quercus_Suber,505
505,815,Quercus_Castaneifolia,506
506,816,Quercus_Crassipes,507
507,821,Quercus_Chrysolepis,508
508,822,Quercus_Suber,509
509,823,Quercus_Texana,510
510,824,Quercus_Ellipsoidalis,511
511,825,Quercus_Castaneifolia,512
512,826,Quercus_Canariensis,513
513,827,Liquidambar_Styraciflua,514
514,828,Quercus_x_Hispanica,515
515,831,Cotinus_Coggygria,516
516,837,Cornus_Macrophylla,517
517,838,Viburnum_Tinus,518
518,839,Alnus_Cordata,519
519,840,Quercus_Coccifera,520
520,841,Quercus_Coccinea,521
521,844,Eucalyptus_Glaucescens,522
522,847,Salix_Fragilis,523
523,848,Quercus_Canariensis,524
524,849,Quercus_Alnifolia,525
525,850,Quercus_Vulcanica,526
526,851,Quercus_Infectoria_sub,527
527,852,Quercus_Kewensis,528
528,853,Acer_Rufinerve,529
529,854,Magnolia_Heptapeta,530
530,855,Ulmus_Bergmanniana,531
531,856,Magnolia_Heptapeta,532
532,858,Quercus_Texana,533
533,859,Prunus_X_Shmittii,534
534,860,Quercus_Pontica,535
535,861,Quercus_Alnifolia,536
536,862,Quercus_Pontica,537
537,863,Quercus_Castaneifolia,538
538,864,Acer_Saccharinum,539
539,865,Prunus_Avium,540
540,866,Quercus_Variabilis,541
541,867,Sorbus_Aria,542
542,868,Alnus_Rubra,543
543,869,Viburnum_Tinus,544
544,870,Quercus_Texana,545
545,871,Quercus_Greggii,546
546,873,Acer_Rubrum,547
547,874,Magnolia_Salicifolia,548
548,875,Quercus_Phillyraeoides,549
549,876,Quercus_Rhysophylla,550
550,877,Alnus_Maximowiczii,551
551,878,Liriodendron_Tulipifera,552
552,879,Quercus_Infectoria_sub,553
553,881,Cornus_Controversa,554
554,882,Eucalyptus_Glaucescens,555
555,883,Populus_Nigra,556
556,885,Quercus_Pubescens,557
557,886,Phildelphus,558
558,892,Acer_Mono,559
559,893,Alnus_Maximowiczii,560
560,894,Prunus_Avium,561
561,896,Quercus_Brantii,562
562,897,Quercus_Cerris,563
563,898,Quercus_Dolicholepis,564
564,899,Quercus_Dolicholepis,565
565,900,Quercus_Shumardii,566
566,901,Quercus_Cerris,567
567,904,Eucalyptus_Urnigera,568
568,906,Acer_Opalus,569
569,907,Rhododendron_x_Russellianum,570
570,908,Lithocarpus_Cleistocarpus,571
571,910,Ilex_Aquifolium,572
572,911,Quercus_Phillyraeoides,573
573,912,Quercus_Pyrenaica,574
574,914,Cercis_Siliquastrum,575
575,915,Acer_Pictum,576
576,916,Quercus_Pyrenaica,577
577,917,Quercus_x_Turneri,578
578,918,Quercus_Infectoria_sub,579
579,919,Quercus_Trojana,580
580,920,Quercus_Dolicholepis,581
581,923,Quercus_Chrysolepis,582
582,924,Prunus_Avium,583
583,926,Castanea_Sativa,584
584,927,Rhododendron_x_Russellianum,585
585,928,Viburnum_Tinus,586
586,931,Olea_Europaea,587
587,932,Cornus_Controversa,588
588,933,Populus_Adenopoda,589
589,934,Quercus_x_Turneri,590
590,936,Quercus_Texana,591
591,937,Pterocarya_Stenoptera,592
592,938,Quercus_Ellipsoidalis,593
593,939,Cornus_Macrophylla,594
594,942,Tilia_Tomentosa,595
595,944,Quercus_Kewensis,596
596,948,Quercus_Canariensis,597
597,949,Acer_Pictum,598
598,951,Quercus_Semecarpifolia,599
599,952,Phildelphus,600
600,954,Alnus_Rubra,601
601,955,Quercus_Afares,602
602,956,Acer_Pictum,603
603,958,Quercus_Alnifolia,604
604,959,Tilia_Oliveri,605
605,960,Acer_Palmatum,606
606,961,Quercus_Variabilis,607
607,962,Acer_Circinatum,608
608,963,Ilex_Aquifolium,609
609,966,Pterocarya_Stenoptera,610
610,968,Crataegus_Monogyna,611
611,969,Callicarpa_Bodinieri,612
612,970,Populus_Adenopoda,613
613,971,Alnus_Sieboldiana,614
614,972,Cornus_Macrophylla,615
615,975,Quercus_Phillyraeoides,616
616,976,Salix_Fragilis,617
617,978,Quercus_Rubra,618
618,979,Quercus_Imbricaria,619
619,981,Morus_Nigra,620
620,983,Alnus_Maximowiczii,621
621,985,Populus_Nigra,622
622,987,Prunus_Avium,623
623,989,Quercus_Kewensis,624
624,990,Acer_Capillipes,625
625,992,Callicarpa_Bodinieri,626
626,993,Zelkova_Serrata,627
627,994,Populus_Adenopoda,628
628,995,Quercus_Vulcanica,629
629,996,Eucalyptus_Neglecta,630
630,999,Quercus_Brantii,631
631,1000,Acer_Circinatum,632
632,1001,Populus_Grandidentata,633
633,1002,Acer_Opalus,634
634,1003,Acer_Saccharinum,635
635,1004,Alnus_Sieboldiana,636
636,1005,Acer_Mono,637
637,1006,Quercus_Ilex,638
638,1007,Quercus_Coccinea,639
639,1010,Quercus_Semecarpifolia,640
640,1011,Acer_Platanoids,641
641,1013,Betula_Pendula,642
642,1014,Phildelphus,643
643,1016,Quercus_Trojana,644
644,1017,Crataegus_Monogyna,645
645,1019,Acer_Circinatum,646
646,1021,Alnus_Rubra,647
647,1023,Pterocarya_Stenoptera,648
648,1024,Quercus_Palustris,649
649,1025,Salix_Fragilis,650
650,1027,Quercus_Coccifera,651
651,1030,Tilia_Platyphyllos,652
652,1031,Magnolia_Heptapeta,653
653,1032,Olea_Europaea,654
654,1034,Arundinaria_Simonii,655
655,1036,Lithocarpus_Edulis,656
656,1037,Quercus_Castaneifolia,657
657,1039,Arundinaria_Simonii,658
658,1040,Tilia_Platyphyllos,659
659,1041,Acer_Palmatum,660
660,1042,Salix_Intergra,661
661,1046,Rhododendron_x_Russellianum,662
662,1048,Quercus_Castaneifolia,663
663,1049,Magnolia_Salicifolia,664
664,1051,Quercus_Castaneifolia,665
665,1052,Betula_Pendula,666
666,1056,Ilex_Cornuta,667
667,1059,Tilia_Tomentosa,668
668,1061,Quercus_Chrysolepis,669
669,1062,Tilia_Oliveri,670
670,1065,Quercus_Suber,671
671,1066,Crataegus_Monogyna,672
672,1072,Quercus_Crassifolia,673
673,1073,Salix_Fragilis,674
674,1076,Pterocarya_Stenoptera,675
675,1077,Salix_Fragilis,676
676,1080,Eucalyptus_Urnigera,677
677,1081,Quercus_Hartwissiana,678
678,1083,Quercus_Coccifera,679
679,1085,Acer_Palmatum,680
680,1087,Castanea_Sativa,681
681,1088,Acer_Palmatum,682
682,1089,Quercus_Pyrenaica,683
683,1090,Quercus_Pontica,684
684,1093,Quercus_Palustris,685
685,1094,Cercis_Siliquastrum,686
686,1095,Quercus_Canariensis,687
687,1096,Alnus_Sieboldiana,688
688,1097,Betula_Austrosinensis,689
689,1098,Quercus_Phellos,690
690,1100,Quercus_Infectoria_sub,691
691,1101,Quercus_Dolicholepis,692
692,1110,Quercus_Crassipes,693
693,1112,Cotinus_Coggygria,694
694,1113,Quercus_Phellos,695
695,1117,Acer_Rubrum,696
696,1118,Alnus_Rubra,697
697,1119,Callicarpa_Bodinieri,698
698,1120,Quercus_Rhysophylla,699
699,1121,Salix_Intergra,700
700,1123,Quercus_Dolicholepis,701
701,1124,Alnus_Viridis,702
702,1125,Acer_Opalus,703
703,1128,Quercus_Rubra,704
704,1130,Quercus_Hartwissiana,705
705,1131,Lithocarpus_Cleistocarpus,706
706,1132,Cytisus_Battandieri,707
707,1134,Quercus_Afares,708
708,1135,Ulmus_Bergmanniana,709
709,1136,Zelkova_Serrata,710
710,1142,Quercus_Crassifolia,711
711,1144,Quercus_Phellos,712
712,1145,Quercus_Coccifera,713
713,1147,Lithocarpus_Edulis,714
714,1148,Quercus_x_Turneri,715
715,1152,Tilia_Platyphyllos,716
716,1153,Castanea_Sativa,717
717,1154,Acer_Rubrum,718
718,1156,Quercus_Trojana,719
719,1157,Quercus_Afares,720
720,1159,Acer_Opalus,721
721,1160,Sorbus_Aria,722
722,1163,Quercus_Rhysophylla,723
723,1165,Acer_Rubrum,724
724,1166,Quercus_Greggii,725
725,1167,Quercus_Crassipes,726
726,1168,Quercus_Kewensis,727
727,1169,Cornus_Controversa,728
728,1170,Quercus_Pyrenaica,729
729,1171,Quercus_Hartwissiana,730
730,1172,Prunus_X_Shmittii,731
731,1173,Morus_Nigra,732
732,1174,Tilia_Oliveri,733
733,1175,Celtis_Koraiensis,734
734,1176,Sorbus_Aria,735
735,1179,Callicarpa_Bodinieri,736
736,1180,Quercus_Nigra,737
737,1182,Acer_Saccharinum,738
738,1184,Acer_Saccharinum,739
739,1186,Eucalyptus_Neglecta,740
740,1187,Quercus_Vulcanica,741
741,1194,Quercus_Imbricaria,742
742,1196,Acer_Capillipes,743
743,1197,Liquidambar_Styraciflua,744
744,1198,Zelkova_Serrata,745
745,1200,Sorbus_Aria,746
746,1201,Salix_Intergra,747
747,1202,Fagus_Sylvatica,748
748,1205,Quercus_Brantii,749
749,1206,Magnolia_Heptapeta,750
750,1208,Cornus_Macrophylla,751
751,1210,Quercus_Vulcanica,752
752,1211,Viburnum_Tinus,753
753,1213,Betula_Pendula,754
754,1216,Acer_Rubrum,755
755,1217,Alnus_Maximowiczii,756
756,1218,Viburnum_Tinus,757
757,1219,Magnolia_Heptapeta,758
758,1220,Quercus_Cerris,759
759,1221,Salix_Intergra,760
760,1222,Quercus_Semecarpifolia,761
761,1223,Populus_Grandidentata,762
762,1225,Quercus_Greggii,763
763,1226,Viburnum_x_Rhytidophylloides,764
764,1228,Morus_Nigra,765
765,1229,Castanea_Sativa,766
766,1231,Quercus_Pontica,767
767,1232,Alnus_Maximowiczii,768
768,1235,Alnus_Cordata,769
769,1236,Quercus_Dolicholepis,770
770,1238,Ulmus_Bergmanniana,771
771,1239,Eucalyptus_Glaucescens,772
772,1240,Viburnum_Tinus,773
773,1242,Alnus_Cordata,774
774,1243,Acer_Rubrum,775
775,1244,Quercus_Infectoria_sub,776
776,1245,Acer_Rubrum,777
777,1249,Tilia_Platyphyllos,778
778,1250,Ilex_Cornuta,779
779,1251,Olea_Europaea,780
780,1253,Quercus_Infectoria_sub,781
781,1254,Morus_Nigra,782
782,1255,Alnus_Viridis,783
783,1256,Cornus_Chinensis,784
784,1257,Quercus_Coccifera,785
785,1258,Alnus_Rubra,786
786,1262,Quercus_Palustris,787
787,1263,Cytisus_Battandieri,788
788,1265,Zelkova_Serrata,789
